id,start,end,locus_tag
2564,2899690,2903112,Rv2566
2565,2903112,2905766,Rv2567
2566,2906788,2905763,Rv2568c
2567,2907725,2906781,Rv2569c
2568,2907829,2908218,Rv2570
2569,2909277,2908210,Rv2571c
2570,2911120,2909330,Rv2572c
2571,2911360,2912100,Rv2573
2572,2912123,2912626,Rv2574
2573,2912656,2913537,Rv2575
2574,2914007,2913543,Rv2576c
2575,2914235,2915824,Rv2577
2576,2916848,2915826,Rv2578c
2577,2916956,2917858,Rv2579
2578,2919409,2918138,Rv2580c
2579,2920080,2919406,Rv2581c
2580,2920131,2921057,Rv2582
2581,2923515,2921143,Rv2583c
2582,2924217,2923546,Rv2584c
2583,2925994,2924321,Rv2585c
2584,2927328,2926000,Rv2586c
2585,2929053,2927332,Rv2587c
2586,2929510,2929163,Rv2588c
2587,2929677,2931026,Rv2589
2588,2931188,2934694,Rv2590
2589,2934868,2936499,Rv2591
2590,2937550,2936516,Rv2592c
2591,2938137,2937547,Rv2593c
2592,2938700,2938134,Rv2594c
2593,2938809,2939054,Rv2595
2594,2939051,2939455,Rv2596
2595,2939672,2940292,Rv2597
2596,2940303,2940797,Rv2598
2597,2940794,2941225,Rv2599
2598,2941307,2941708,Rv2600
2599,2941705,2943276,Rv2601
2600,2943387,2943674,Rv2601A
2601,2943661,2944101,Rv2602
2602,2944877,2944122,Rv2603c
2603,2945606,2945010,Rv2604c
2604,2946459,2945614,Rv2605c
2605,2947387,2946488,Rv2606c
2606,2947515,2948189,Rv2607
2607,2948363,2950105,Rv2608
2608,2951182,2950127,Rv2609c
2609,2952318,2951182,Rv2610c
2610,2953279,2952329,Rv2611c
2611,2953929,2953276,Rv2612c
2612,2954513,2953926,Rv2613c
2613,2956584,2954506,Rv2614c
2614,2956693,2956920,Rv2614A
2615,2958302,2956917,Rv2615c
2616,2958647,2959147,Rv2616
2617,2959604,2959164,Rv2617c
2618,2959751,2960428,Rv2618
2619,2960766,2960413,Rv2619c
2620,2961204,2960779,Rv2620c
2621,2961875,2961201,Rv2621c
2622,2961953,2962774,Rv2622
2623,2962910,2963803,Rv2623
2624,2964624,2963806,Rv2624c
2625,2965820,2964639,Rv2625c
2626,2966310,2965879,Rv2626c
2627,2968065,2966824,Rv2627c
2628,2968375,2968737,Rv2628
2629,2969084,2970208,Rv2629
2630,2970210,2970749,Rv2630
2631,2970889,2972187,Rv2631
2632,2972507,2972226,Rv2632c
2633,2973137,2972652,Rv2633c
2634,2975758,2973422,Rv2634c
2635,2975787,2976029,Rv2635
2636,2976030,2976707,Rv2636
2637,2976903,2977559,Rv2637
2638,2977722,2978168,Rv2638
2639,2978675,2978343,Rv2639c
2640,2979154,2978795,Rv2640c
2641,2979256,2979714,Rv2641
2642,2979850,2980230,Rv2642
2643,2980227,2981723,Rv2643
2644,2982167,2981850,Rv2644c
2645,2981527,2981456,Rv2645
2646,2982510,2983508,Rv2646
2647,2983618,2983986,Rv2647
2648,2984119,2984445,Rv2648
2649,2984394,2985380,Rv2649
2650,2987193,2985754,Rv2650c
2651,2987734,2987201,Rv2651c
2652,2988513,2987887,Rv2652c
2653,2988868,2988545,Rv2653c
2654,2989193,2988948,Rv2654c
2655,2990617,2989190,Rv2655c
2656,2991011,2990619,Rv2656c
2657,2991268,2991008,Rv2657c
2658,2991647,2991285,Rv2658c
2659,2992777,2991650,Rv2659c
2660,2993149,2992922,Rv2660c
2661,2993535,2993146,Rv2661c
2662,2993441,2993713,Rv2662
2663,2993812,2994045,Rv2663
2664,2994056,2994310,Rv2664
2665,2994658,2994939,Rv2665
2666,2995030,2995833,Rv2666
2667,2995855,2996613,Rv2667
2668,2996692,2997213,Rv2668
2669,2997242,2997712,Rv2669
2670,2998799,2997690,Rv2670c
2671,2998798,2999574,Rv2671
2672,2999641,3001227,Rv2672
2673,3001250,3002551,Rv2673
2674,3002665,3003075,Rv2674
2675,3003895,3003143,Rv2675c
2676,3004587,3003892,Rv2676c
2677,3005951,3004593,Rv2677c
2678,3007021,3005948,Rv2678c
2679,3007074,3007904,Rv2679
2680,3008064,3008692,Rv2680
2681,3008694,3010010,Rv2681
2682,3011923,3010007,Rv2682c
2683,3012067,3012564,Rv2683
2684,3012569,3013858,Rv2684
2685,3013938,3015224,Rv2685
2686,3015993,3015235,Rv2686c
2687,3016703,3015990,Rv2687c
2688,3017605,3016700,Rv2688c
2689,3019017,3017800,Rv2689c
2690,3021164,3019191,Rv2690c
2691,3021299,3021982,Rv2691
2692,3021979,3022641,Rv2692
2693,3023323,3022652,Rv2693c
2694,3023722,3023354,Rv2694c
2695,3023871,3024578,Rv2695
2696,3025563,3024784,Rv2696c
2697,3026102,3025638,Rv2697c
2698,3026128,3026613,Rv2698
2699,3026920,3026618,Rv2699c
2700,3027158,3027808,Rv2700
2701,3028690,3027818,Rv2701c
2702,3028813,3029610,Rv2702
2703,3029790,3031376,Rv2703
2704,3031413,3031841,Rv2704
2705,3032158,3031769,Rv2705c
2706,3032412,3032155,Rv2706c
2707,3032528,3033502,Rv2707
2708,3033751,3033503,Rv2708c
2709,3033794,3034240,Rv2709
2710,3034416,3035387,Rv2710
2711,3035520,3036212,Rv2711
2712,3037283,3036225,Rv2712c
2713,3037396,3038802,Rv2713
2714,3039020,3039994,Rv2714
2715,3040053,3041078,Rv2715
2716,3041127,3041813,Rv2716
2717,3042316,3041822,Rv2717c
2718,3042832,3042368,Rv2718c
2719,3043492,3042995,Rv2719c
2720,3043800,3044453,Rv2720
2721,3046574,3044475,Rv2721c
2722,3046590,3046838,Rv2722
2723,3046864,3048057,Rv2723
2724,3049246,3048086,Rv2724c
2725,3050869,3049382,Rv2725c
2726,3051755,3050886,Rv2726c
2727,3052724,3051780,Rv2727c
2728,3053416,3052721,Rv2728c
2729,3054430,3053525,Rv2729c
2730,3054497,3054973,Rv2730
2731,3054981,3056333,Rv2731
2732,3056944,3056330,Rv2732c
2733,3058479,3056941,Rv2733c
2734,3058776,3059630,Rv2734
2735,3060507,3059515,Rv2735c
2736,3061041,3060517,Rv2736c
2737,3063379,3061007,Rv2737c
2738,3063574,3063747,Rv2737A
2739,3063967,3063761,Rv2738c
2740,3065144,3063978,Rv2739c
2741,3065188,3065637,Rv2740
2742,3065869,3067446,Rv2741
2743,3068303,3067470,Rv2742c
2744,3069187,3068375,Rv2743c
2745,3070018,3069206,Rv2744c
2746,3070486,3070148,Rv2745c
2747,3071186,3070557,Rv2746c
2748,3071217,3071741,Rv2747
2749,3074461,3071810,Rv2748c
2750,3074460,3074774,Rv2749
2751,3074771,3075589,Rv2750
2752,3075593,3076483,Rv2751
2753,3078146,3076470,Rv2752c
2754,3079079,3078177,Rv2753c
2755,3079900,3079148,Rv2754c
2756,3080419,3080144,Rv2755c
2757,3082038,3080416,Rv2756c
2758,3082541,3082125,Rv2757c
2759,3082804,3082538,Rv2758c
2760,3083225,3082830,Rv2759c
2761,3083491,3083222,Rv2760c
2762,3084595,3083501,Rv2761c
2763,3085011,3084592,Rv2762c
2764,3085564,3085085,Rv2763c
2765,3086426,3085635,Rv2764c
2766,3086591,3087328,Rv2765
2767,3088325,3087543,Rv2766c
2768,3088675,3088322,Rv2767c
2769,3090033,3088849,Rv2768c
2770,3090940,3090113,Rv2769c
2771,3092412,3091264,Rv2770c
2772,3092988,3092536,Rv2771c
2773,3093547,3093074,Rv2772c
2774,3094296,3093559,Rv2773c
2775,3094711,3094307,Rv2774c
2776,3094864,3095325,Rv2775
2777,3096258,3095329,Rv2776c
2778,3097510,3096440,Rv2777c
2779,3098138,3097668,Rv2778c
2780,3098709,3098170,Rv2779c
2781,3098775,3099890,Rv2780
2782,3100939,3099905,Rv2781c
2783,3102316,3101000,Rv2782c
2784,3104552,3102294,Rv2783c
2785,3105421,3104906,Rv2784c
2786,3105703,3105434,Rv2785c
2787,3106855,3105860,Rv2786c
2788,3107066,3108829,Rv2787
2789,3108914,3109600,Rv2788
2790,3110893,3109661,Rv2789c
2791,3112124,3110919,Rv2790c
2792,3113536,3112157,Rv2791c
2793,3114117,3113536,Rv2792c
2794,3115215,3114319,Rv2793c
2795,3115895,3115212,Rv2794c
2796,3116866,3115892,Rv2795c
2797,3117574,3117011,Rv2796c
2798,3119262,3117574,Rv2797c
2799,3119592,3119266,Rv2798c
2800,3119723,3120352,Rv2799
2801,3120371,3122020,Rv2800
2802,3122478,3122122,Rv2801c
2803,3123778,3122735,Rv2802c
2804,3123777,3124244,Rv2803
2805,3125049,3124420,Rv2804c
2806,3124822,3125226,Rv2805
2807,3125223,3125414,Rv2806
2808,3125613,3126767,Rv2807
2809,3127001,3127258,Rv2808
2810,3127363,3127674,Rv2809
2811,3128097,3127696,Rv2810c
2812,3128094,3128702,Rv2811
2813,3128773,3130182,Rv2812
2814,3130179,3130991,Rv2813
2815,3133459,3132521,Rv2814c
2816,3133782,3133456,Rv2815c
2817,3135595,3135254,Rv2816c
2818,3136612,3135596,Rv2817c
2819,3137773,3136625,Rv2818c
2820,3138996,3137869,Rv2819c
2821,3139901,3138993,Rv2820c
2822,3140592,3139882,Rv2821c
2823,3140976,3140602,Rv2822c
2824,3143411,3140973,Rv2823c
2825,3144352,3143408,Rv2824c
2826,3145177,3144530,Rv2825c
2827,3146231,3145347,Rv2826c
2828,3147121,3146234,Rv2827c
2829,3147971,3147426,Rv2828c
2830,3148650,3148258,Rv2829c
2831,3148862,3148647,Rv2830c
2832,3148909,3149658,Rv2831
2833,3150819,3149737,Rv2832c
2834,3152122,3150812,Rv2833c
2835,3152952,3152125,Rv2834c
2836,3153860,3152949,Rv2835c
2837,3155266,3153947,Rv2836c
2838,3156283,3155273,Rv2837c
2839,3156809,3156258,Rv2838c
2840,3159511,3156809,Rv2839c
2841,3159896,3159597,Rv2840c
2842,3161066,3160023,Rv2841c
2843,3161614,3161063,Rv2842c
2844,3161809,3162354,Rv2843
2845,3162351,3162839,Rv2844
2846,3164588,3162840,Rv2845c
2847,3166269,3164677,Rv2846c
2848,3167509,3166292,Rv2847c
2849,3169159,3167786,Rv2848c
2850,3169782,3169159,Rv2849c
2851,3171692,3169803,Rv2850c
2852,3172159,3171689,Rv2851c
2853,3173699,3172218,Rv2852c
2854,3173906,3175753,Rv2853
2855,3175790,3176830,Rv2854
2856,3176843,3178222,Rv2855
2857,3178322,3179440,Rv2856
2858,3180997,3180221,Rv2857c
2859,3182361,3180994,Rv2858c
2860,3183284,3182358,Rv2859c
2861,3184638,3183265,Rv2860c
2862,3185655,3184798,Rv2861c
2863,3186281,3185697,Rv2862c
2864,3186630,3187010,Rv2863
2865,3188795,3187092,Rv2864c
2866,3189067,3189348,Rv2865
2867,3189352,3189615,Rv2866
2868,3190842,3189988,Rv2867c
2869,3192061,3190898,Rv2868c
2870,3193292,3192078,Rv2869c
2871,3194541,3193300,Rv2870c
2872,3194668,3194925,Rv2871
2873,3194912,3195355,Rv2872
2874,3195435,3196097,Rv2873
2875,3196377,3198464,Rv2874
2876,3198560,3199141,Rv2875
2877,3199193,3199507,Rv2876
2878,3200401,3199538,Rv2877c
2879,3200927,3200406,Rv2878c
2880,3201681,3201113,Rv2879c
2881,3202207,3201381,Rv2880c
2882,3203150,3202230,Rv2881c
2883,3203730,3203173,Rv2882c
2884,3204687,3203902,Rv2883c
2885,3204922,3205680,Rv2884
2886,3207077,3205695,Rv2885c
2887,3207961,3207074,Rv2886c
2888,3207960,3208379,Rv2887
2889,3209814,3208393,Rv2888c
2890,3210636,3209821,Rv2889c
2891,3211511,3210648,Rv2890c
2892,3211795,3212544,Rv2891
2893,3213549,3212323,Rv2892c
2894,3213949,3214926,Rv2893
2895,3215819,3214923,Rv2894c
2896,3216761,3215910,Rv2895c
2897,3217963,3216794,Rv2896c
2898,3219471,3217960,Rv2897c
2899,3219857,3219471,Rv2898c
2900,3220935,3220105,Rv2899c
2901,3223274,3220935,Rv2900c
2902,3223637,3223332,Rv2901c
2903,3224485,3223691,Rv2902c
2904,3225383,3224499,Rv2903c
2905,3225782,3225441,Rv2904c
2906,3226157,3227101,Rv2905
2907,3227886,3227194,Rv2906c
2908,3228420,3227890,Rv2907c
2909,3228676,3228434,Rv2908c
2910,3229172,3228684,Rv2909c
2911,3229799,3229356,Rv2910c
2912,3229868,3230743,Rv2911
2913,3231390,3230803,Rv2912c
2914,3233227,3231392,Rv2913c
2915,3235053,3233296,Rv2914c
2916,3236209,3235097,Rv2915c
2917,3237814,3236237,Rv2916c
2918,3237892,3239772,Rv2917
2919,3242209,3239783,Rv2918c
2920,3242605,3242267,Rv2919c
2921,3244035,3242602,Rv2920c
2922,3245612,3244344,Rv2921c
2923,3249279,3245662,Rv2922c
2924,3249572,3249291,Rv2922A
2925,3249972,3249559,Rv2923c
2926,3250943,3250074,Rv2924c
2927,3252024,3251302,Rv2925c
2928,3252644,3252021,Rv2926c
2929,3253432,3252695,Rv2927c
2930,3253671,3254456,Rv2928
2931,3254443,3254754,Rv2929
2932,3255170,3256921,Rv2930
2933,3256918,3262548,Rv2931
2934,3262545,3267161,Rv2932
2935,3267158,3273724,Rv2933
2936,3273721,3279204,Rv2934
2937,3279210,3283676,Rv2935
2938,3283687,3284682,Rv2936
2939,3284679,3285548,Rv2937
2940,3285545,3286375,Rv2938
2941,3286422,3287690,Rv2939
2942,3294188,3287853,Rv2940c
2943,3294808,3296550,Rv2941
2944,3296543,3299305,Rv2942
2945,3299937,3301178,Rv2943
2946,3301178,3301708,Rv2943A
2947,3301263,3301979,Rv2944
2948,3302798,3302097,Rv2945c
2949,3307826,3302976,Rv2946c
2950,3309313,3307823,Rv2947c
2951,3311427,3309310,Rv2948c
2952,3312043,3311444,Rv2949c
2953,3313928,3312069,Rv2950c
2954,3315721,3314576,Rv2951c
2955,3315914,3316726,Rv2952
2956,3316752,3318008,Rv2953
2957,3318864,3318139,Rv2954c
2958,3320018,3319053,Rv2955c
2959,3320141,3320872,Rv2956
2960,3320943,3321770,Rv2957
2961,3323473,3322187,Rv2958c
2962,3324311,3323574,Rv2959c
2963,3324674,3324426,Rv2960c
2964,3324756,3325145,Rv2961
2965,3326595,3325246,Rv2962c
2966,3326709,3327929,Rv2963
2967,3328002,3328934,Rv2964
2968,3330288,3329803,Rv2965c
2969,3330940,3330374,Rv2966c
2970,3334519,3331136,Rv2967c
2971,3335176,3334544,Rv2968c
2972,3335949,3335182,Rv2969c
2973,3337176,3336046,Rv2970c
2974,3337407,3337577,Rv2970A
2975,3337574,3338422,Rv2971
2976,3339209,3338496,Rv2972c
2977,3341419,3339206,Rv2973c
2978,3342834,3341422,Rv2974c
2979,3343085,3342831,Rv2975c
2980,3344227,3343544,Rv2976c
2981,3345261,3344260,Rv2977c
2982,3346637,3345258,Rv2978c
2983,3347221,3346637,Rv2979c
2984,3347433,3347978,Rv2980
2985,3349626,3348270,Rv2981c
2986,3350708,3349704,Rv2982c
2987,3350827,3351471,Rv2983
2988,3351563,3353791,Rv2984
2989,3353874,3354827,Rv2985
2990,3355529,3354885,Rv2986c
2991,3356338,3355742,Rv2987c
2992,3357784,3356363,Rv2988c
2993,3357856,3358557,Rv2989
2994,3359428,3358568,Rv2990c
2995,3359691,3360182,Rv2991
2996,3360328,3360256,Rv2992c
2997,3362702,3361983,Rv2993c
2998,3362978,3364315,Rv2994
2999,3365177,3364167,Rv2995c
3000,3366778,3365192,Rv2996c
3001,3366808,3368250,Rv2997
3002,3368524,3368985,Rv2998
3003,3369137,3368934,Rv2998A
3004,3369311,3370276,Rv2999
3005,3370321,3370980,Rv3000
3006,3372295,3371294,Rv3001c
3007,3372839,3372333,Rv3002c
3008,3374695,3372839,Rv3003c
3009,3375057,3375395,Rv3004
3010,3376241,3375402,Rv3005c
3011,3376418,3377539,Rv3006
3012,3378159,3377545,Rv3007c
3013,3378353,3378976,Rv3008
3014,3380502,3378973,Rv3009c
3015,3381563,3380532,Rv3010c
3016,3383143,3381659,Rv3011c
3017,3383439,3383140,Rv3012c
3018,3383524,3384180,Rv3013
3019,3386329,3384254,Rv3014c
3020,3387373,3386360,Rv3015c
3021,3387467,3388096,Rv3016
3022,3388561,3388199,Rv3017c
3023,3389952,3388648,Rv3018c
3024,3390124,3390038,Rv3018A
3025,3390710,3390420,Rv3019c
3026,3391038,3390745,Rv3020c
3027,3392162,3391085,Rv3021c
3028,3392392,3392150,Rv3022c
3029,3392703,3392389,Rv3022A
3030,3394332,3393085,Rv3023c
3031,3395598,3394495,Rv3024c
3032,3396776,3395595,Rv3025c
3033,3397787,3396873,Rv3026c
3034,3398524,3397784,Rv3027c
3035,3399741,3398785,Rv3028c
3036,3400580,3399780,Rv3029c
3037,3400811,3401635,Rv3030
3038,3401632,3403212,Rv3031
3039,3403244,3404488,Rv3032
3040,3405090,3405638,Rv3033
3041,3406631,3405729,Rv3034c
3042,3407089,3408171,Rv3035
3043,3408851,3408168,Rv3036c
3044,3410000,3408924,Rv3037c
3045,3411118,3410135,Rv3038c
3046,3411893,3411129,Rv3039c
3047,3412768,3411902,Rv3040c
3048,3413628,3412765,Rv3041c
3049,3414872,3413643,Rv3042c
3050,3416631,3414910,Rv3043c
3051,3416846,3417925,Rv3044
3052,3417995,3419035,Rv3045
3053,3419398,3419024,Rv3046c
3054,3420016,3419732,Rv3047c
3055,3421088,3420114,Rv3048c
3056,3422793,3421219,Rv3049c
3057,3423667,3422927,Rv3050c
3058,3425876,3423795,Rv3051c
3059,3426394,3425942,Rv3052c
3060,3426668,3426429,Rv3053c
3061,3427685,3427131,Rv3054c
3062,3427777,3428391,Rv3055
3063,3428401,3429441,Rv3056
3064,3430358,3429495,Rv3057c
3065,3431072,3430422,Rv3058c
3066,3431188,3432666,Rv3059
3067,3434909,3433437,Rv3060c
3068,3437123,3434958,Rv3061c
3069,3437280,3438871,Rv3062
3070,3439007,3441283,Rv3063
3071,3442014,3441589,Rv3064c
3072,3442151,3442474,Rv3065
3073,3442471,3443079,Rv3066
3074,3443192,3443602,Rv3067
3075,3443676,3443604,Rv3068c
3076,3445456,3445854,Rv3069
3077,3445851,3446231,Rv3070
3078,3446228,3447337,Rv3071
3079,3448086,3447562,Rv3072c
3080,3448449,3448093,Rv3073c
3081,3448543,3449817,Rv3074
3082,3450737,3449814,Rv3075c
3083,3450836,3451312,Rv3076
3084,3451305,3453116,Rv3077
3085,3453117,3453518,Rv3078
3086,3454361,3453534,Rv3079c
3087,3457752,3454420,Rv3080c
3088,3457804,3459042,Rv3081
3089,3460190,3459168,Rv3082c
3090,3460268,3461755,Rv3083
3091,3461761,3462687,Rv3084
3092,3462684,3463514,Rv3085
3093,3463545,3464651,Rv3086
3094,3464689,3466107,Rv3087
3095,3466104,3467528,Rv3088
3096,3467525,3469036,Rv3089
3097,3469975,3470862,Rv3090
3098,3470880,3472571,Rv3091
3099,3473498,3472578,Rv3092c
3100,3474528,3473524,Rv3093c
3101,3475655,3474525,Rv3094c
3102,3475737,3476213,Rv3095
3103,3476311,3477450,Rv3096
3104,3478855,3477542,Rv3097c
3105,3479426,3478974,Rv3098c
3106,3480183,3479577,Rv3099c
3107,3481547,3481065,Rv3100c
3108,3482443,3481550,Rv3101c
3109,3483133,3482444,Rv3102c
3110,3483614,3483177,Rv3103c
3111,3484542,3483616,Rv3104c
3112,3485668,3484532,Rv3105c
3113,3485772,3487142,Rv3106
3114,3488726,3487143,Rv3107c
3115,3488825,3489265,Rv3108
3116,3489414,3490493,Rv3109
3117,3490544,3490939,Rv3110
3118,3490936,3491448,Rv3111
3119,3491465,3491716,Rv3112
3120,3491839,3492506,Rv3113
3121,3492523,3493053,Rv3114
3122,3493215,3494462,Rv3115
3123,3495899,3497068,Rv3116
3124,3497097,3497930,Rv3117
3125,3497932,3498234,Rv3118
3126,3498255,3498698,Rv3119
3127,3498695,3499297,Rv3120
3128,3499632,3500834,Rv3121
3129,3501212,3501682,Rv3122
3130,3501692,3502186,Rv3123
3131,3502629,3503498,Rv3124
3132,3504774,3503599,Rv3125c
3133,3505245,3504931,Rv3126c
3134,3505270,3506304,Rv3127
3135,3507304,3506291,Rv3128c
3136,3507783,3508115,Rv3129
3137,3509489,3508098,Rv3130c
3138,3509674,3510672,Rv3131
3139,3512388,3510652,Rv3132c
3140,3513038,3512385,Rv3133c
3141,3513872,3513066,Rv3134c
3142,3514457,3514855,Rv3135
3143,3514917,3516059,Rv3136
3144,3516516,3517298,Rv3137
3145,3517318,3518406,Rv3138
3146,3518486,3519892,Rv3139
3147,3519913,3521118,Rv3140
3148,3521218,3522189,Rv3141
3149,3522669,3522241,Rv3142c
3150,3522777,3523178,Rv3143
3151,3524440,3523211,Rv3144c
3152,3524805,3525191,Rv3145
3153,3525200,3525754,Rv3146
3154,3525751,3526461,Rv3147
3155,3526461,3527783,Rv3148
3156,3527780,3528538,Rv3149
3157,3528535,3529872,Rv3150
3158,3529869,3532289,Rv3151
3159,3532405,3533637,Rv3152
3160,3533630,3534265,Rv3153
3161,3534262,3535050,Rv3154
3162,3535047,3535346,Rv3155
3163,3535357,3537258,Rv3156
3164,3537255,3538916,Rv3157
3165,3538913,3540508,Rv3158
3166,3542286,3540514,Rv3159c
3167,3543102,3542461,Rv3160c
3168,3544261,3543113,Rv3161c
3169,3544768,3544331,Rv3162c
3170,3546036,3544765,Rv3163c
3171,3547028,3546066,Rv3164c
3172,3547518,3547036,Rv3165c
3173,3548474,3547515,Rv3166c
3174,3549180,3548554,Rv3167c
3175,3549225,3550361,Rv3168
3176,3550361,3551485,Rv3169
3177,3551628,3552974,Rv3170
3178,3553868,3552969,Rv3171c
3179,3554487,3554005,Rv3172c
3180,3555168,3554566,Rv3173c
3181,3555261,3555968,Rv3174
3182,3555983,3557470,Rv3175
3183,3558423,3557467,Rv3176c
3184,3558570,3559430,Rv3177
3185,3559561,3559920,Rv3178
3186,3560741,3562030,Rv3179
3187,3562811,3562377,Rv3180c
3188,3563266,3562814,Rv3181c
3189,3563497,3563841,Rv3182
3190,3563838,3564167,Rv3183
3191,3564730,3564404,Rv3184
3192,3565665,3564727,Rv3185
3193,3564529,3564855,Rv3186
3194,3564852,3565790,Rv3187
3195,3566063,3566410,Rv3188
3196,3566407,3567027,Rv3189
3197,3568452,3567187,Rv3190c
3198,3570110,3569076,Rv3191c
3199,3571208,3571135,Rv3192
3200,3574937,3571959,Rv3193c
3201,3576051,3575029,Rv3194c
3202,3576129,3577547,Rv3195
3203,3577553,3578452,Rv3196
3204,3578661,3578461,Rv3196A
3205,3578789,3580132,Rv3197
3206,3580444,3580166,Rv3197A
3207,3582976,3580874,Rv3198c
3208,3583100,3583354,Rv3198A
3209,3584308,3583367,Rv3199c
3210,3585434,3584367,Rv3200c
3211,3588801,3585496,Rv3201c
3212,3591965,3588798,Rv3202c
3213,3592402,3593076,Rv3203
3214,3593079,3593384,Rv3204
3215,3594269,3593391,Rv3205c
3216,3595474,3594296,Rv3206c
3217,3596422,3595565,Rv3207c
3218,3596768,3597454,Rv3208
3219,3597713,3597441,Rv3208A
3220,3598038,3598598,Rv3209
3221,3599303,3598608,Rv3210c
3222,3599562,3601145,Rv3211
3223,3601158,3602381,Rv3212
3224,3603257,3602457,Rv3213c
3225,3603411,3604022,Rv3214
3226,3604019,3605137,Rv3215
3227,3605285,3605617,Rv3216
3228,3606000,3605569,Rv3217c
3229,3606233,3607198,Rv3218
3230,3607491,3607745,Rv3219
3231,3609312,3607807,Rv3220c
3232,3609544,3609329,Rv3221c
3233,3610134,3609829,Rv3221A
3234,3610682,3610131,Rv3222c
3235,3611329,3610679,Rv3223c
3236,3611629,3612477,Rv3224
3237,3612413,3612601,Rv3224A
3238,3612579,3612797,Rv3224B
3239,3614218,3612794,Rv3225c
3240,3615100,3614342,Rv3226c
3241,3615155,3616507,Rv3227
3242,3616504,3617496,Rv3228
3243,3618812,3617529,Rv3229c
3244,3620032,3618890,Rv3230c
3245,3620651,3620142,Rv3231c
3246,3621535,3620648,Rv3232c
3247,3622149,3621559,Rv3233c
3248,3622967,3622152,Rv3234c
3249,3623078,3623719,Rv3235
3250,3624894,3623737,Rv3236c
3251,3625381,3624899,Rv3237c
3252,3626176,3625442,Rv3238c
3253,3629381,3626235,Rv3239c
3254,3632309,3629460,Rv3240c
3255,3633032,3632388,Rv3241c
3256,3633989,3633348,Rv3242c
3257,3634869,3634027,Rv3243c
3258,3636688,3634937,Rv3244c
3259,3638378,3636688,Rv3245c
3260,3639114,3638428,Rv3246c
3261,3639828,3639184,Rv3247c
3262,3641412,3639925,Rv3248c
3263,3642152,3641517,Rv3249c
3264,3642331,3642149,Rv3250c
3265,3642503,3642336,Rv3251c
3266,3643753,3642503,Rv3252c
3267,3645349,3643862,Rv3253c
3268,3645440,3646828,Rv3254
3269,3648032,3646806,Rv3255c
3270,3649080,3648040,Rv3256c
3271,3650474,3649077,Rv3257c
3272,3651067,3650576,Rv3258c
3273,3651190,3651609,Rv3259
3274,3651906,3651637,Rv3260c
3275,3652308,3653303,Rv3261
3276,3653300,3654646,Rv3262
3277,3654942,3656603,Rv3263
3278,3657742,3656663,Rv3264c
3279,3658649,3657744,Rv3265c
3280,3659574,3658660,Rv3266c
3281,3659650,3661146,Rv3267
3282,3661185,3661874,Rv3268
3283,3661999,3662280,Rv3269
3284,3662291,3664447,Rv3270
3285,3665112,3664444,Rv3271c
3286,3665213,3666397,Rv3272
3287,3666402,3668696,Rv3273
3288,3669854,3668685,Rv3274c
3289,3670403,3669879,Rv3275c
3290,3671689,3670400,Rv3276c
3291,3671643,3672461,Rv3277
3292,3672934,3672416,Rv3278c
3293,3673777,3672977,Rv3279c
3294,3673827,3675473,Rv3280
3295,3675454,3675987,Rv3281
3296,3702798,3703277,Rv3304
3297,3704465,3703296,Rv3305c
3298,3705646,3704462,Rv3306c
3299,3705711,3706517,Rv3307
3300,3706521,3708125,Rv3308
3301,3708750,3708127,Rv3309c
3302,3708855,3709754,Rv3310
3303,3709778,3711040,Rv3311
3304,3711987,3711061,Rv3312c
3305,3712673,3712362,Rv3312A
3306,3713841,3712744,Rv3313c
3307,3715124,3713841,Rv3314c
3308,3715522,3715121,Rv3315c
3309,3715759,3716097,Rv3316
3310,3716094,3716528,Rv3317
3311,3716657,3718429,Rv3318
3312,3718429,3719220,Rv3319
3313,3719727,3719299,Rv3320c
3314,3719973,3719731,Rv3321c
3315,3720709,3720095,Rv3322c
3316,3721371,3720706,Rv3323c
3317,3721905,3721372,Rv3324c
3318,3722036,3721905,Rv3324A
3319,3723406,3725788,Rv3327
3320,3726659,3725721,Rv3328c
3321,3726719,3728035,Rv3329
3322,3728104,3729321,Rv3330
3323,3729417,3730925,Rv3331
3324,3730922,3732073,Rv3332
3325,3733109,3732264,Rv3333c
3326,3733584,3734024,Rv3334
3327,3734927,3734058,Rv3335c
3328,3735958,3734948,Rv3336c
3329,3735983,3736369,Rv3337
3330,3736231,3736875,Rv3338
3331,3738171,3736942,Rv3339c
3332,3738454,3739803,Rv3340
3333,3739815,3740954,Rv3341
3334,3740951,3741682,Rv3342
3335,3749304,3741691,Rv3343c
3336,3750807,3749353,Rv3344c
3337,3755239,3750527,Rv3345c
3338,3755920,3755663,Rv3346c
3339,3765650,3756176,Rv3347c
3340,3766231,3766722,Rv3348
3341,3767499,3766759,Rv3349c
3342,3779568,3768418,Rv3350c
3343,3780606,3779812,Rv3351c
3344,3781059,3780688,Rv3352c
3345,3781462,3781202,Rv3353c
3346,3781577,3781966,Rv3354
3347,3782273,3781980,Rv3355c
3348,3783115,3782270,Rv3356c
3349,3783239,3783514,Rv3357
3350,3783511,3783768,Rv3358
3351,3783810,3785000,Rv3359
3352,3785117,3785485,Rv3360
3353,3786033,3785482,Rv3361c
3354,3786621,3786040,Rv3362c
3355,3786970,3786602,Rv3363c
3356,3787340,3786948,Rv3364c
3357,3789967,3787337,Rv3365c
